event_id,customer_id,timestamp,device_id,channel,event_type,product_category,product_id,price,session_duration,cart_value,journey_stage,converted
EVT_F9A39206,CUST_5F0AAC03,2026-03-12T11:23:51.625111+00:00,DEV_870CE3CF,email,email_sent,,,,,,anonymous,False
EVT_9034E1E0,CUST_407E42A5,2026-03-12T11:23:51.625111+00:00,DEV_9FC85FE3,website,session_start,,,,298.0,,anonymous,False
EVT_0B68B725,CUST_B3765000,2026-03-12T11:23:51.625111+00:00,DEV_7465ABE8,website,session_start,,,,151.0,,anonymous,False
EVT_BA5CE125,CUST_C7B4B9BD,2026-03-12T11:23:51.625111+00:00,DEV_C95A270E,website,session_start,,,,227.0,,anonymous,False
EVT_B7E59BB6,CUST_A0578F65,2026-03-12T11:23:51.625111+00:00,DEV_EA98CE72,website,session_start,,,,72.0,,anonymous,False
EVT_A8B8EC46,CUST_9A972779,2026-03-12T11:23:51.625111+00:00,DEV_55F3DA8C,website,session_start,,,,287.0,,anonymous,False
EVT_27A6F276,CUST_462E7A2E,2026-03-12T11:23:51.625111+00:00,DEV_6EC52558,email,email_sent,,,,,,anonymous,False
EVT_1819F393,CUST_A7E56800,2026-03-12T11:23:51.625111+00:00,DEV_338CC947,website,session_start,,,,178.0,,anonymous,False
EVT_188EB9E4,CUST_56A67BB4,2026-03-12T11:23:51.625111+00:00,DEV_12F096C9,website,session_start,,,,76.0,,anonymous,False
EVT_80BF7DBD,CUST_A46748F6,2026-03-12T11:23:51.625111+00:00,DEV_8661A584,email,email_sent,,,,,,anonymous,False
EVT_CA722238,CUST_FEE1B459,2026-03-12T11:23:51.625111+00:00,DEV_B8E51974,website,session_start,,,,114.0,,anonymous,False
EVT_F919BBFF,CUST_3734FEC0,2026-03-12T11:23:51.625111+00:00,DEV_6C25AA46,website,session_start,,,,49.0,,anonymous,False
EVT_19F4B660,CUST_A1727E54,2026-03-12T11:23:51.625111+00:00,DEV_EEC1A7FC,website,session_start,,,,53.0,,anonymous,False
EVT_B95B44B2,CUST_FEE1B459,2026-03-12T11:25:51.625111+00:00,DEV_B8E51974,website,product_view,Beauty,PROD_323,333.71,,,anonymous,False
EVT_CC122400,CUST_6C0C3F65,2026-03-12T11:27:51.625111+00:00,DEV_B2B4A719,website,product_view,Home & Garden,PROD_226,108.42,,,anonymous,False
EVT_89F21ADC,CUST_E4B13E8F,2026-03-12T11:27:51.625111+00:00,DEV_7073C134,website,product_view,Sports,PROD_323,39.67,,,anonymous,False
EVT_022209EC,CUST_8F84B196,2026-03-12T11:31:51.625111+00:00,DEV_A908ECCB,website,product_view,Electronics,PROD_742,382.83,,,anonymous,False
EVT_46621D7B,CUST_E4B13E8F,2026-03-12T11:35:51.625111+00:00,DEV_7073C134,website,product_view,Sports,PROD_914,224.31,,,anonymous,False
EVT_E7ABAB65,CUST_960A76FC,2026-03-12T11:36:51.625111+00:00,DEV_9E52C51F,website,product_view,Books,PROD_963,198.78,,,anonymous,False
EVT_7D702E6B,CUST_A0578F65,2026-03-12T11:36:51.625111+00:00,DEV_EA98CE72,website,product_view,Home & Garden,PROD_648,21.95,,,anonymous,False
EVT_21EE23B0,CUST_B2B8F92B,2026-03-12T11:38:51.625111+00:00,DEV_CC2E346D,website,product_view,Sports,PROD_440,235.87,,,anonymous,False
EVT_26213FBB,CUST_B8B54386,2026-03-12T11:41:51.625111+00:00,DEV_84D79BD0,website,product_view,Gaming,PROD_487,186.12,,,anonymous,False
EVT_9CC10CD4,CUST_93A9BF43,2026-03-12T11:48:51.625111+00:00,DEV_6800F3EB,website,product_view,Home & Garden,PROD_328,236.61,,,anonymous,False
EVT_46BC1518,CUST_C7B4B9BD,2026-03-12T11:48:51.625111+00:00,DEV_C95A270E,website,product_view,Other,PROD_761,373.72,,,anonymous,False
EVT_5AA4BE1F,CUST_5E03E8A0,2026-03-12T11:48:51.625111+00:00,DEV_70567DDD,email,email_sent,,,,,,anonymous,False
EVT_83829B73,CUST_B8B54386,2026-03-12T11:54:51.625111+00:00,DEV_84D79BD0,website,product_view,Gaming,PROD_489,416.31,,,anonymous,False
EVT_3628BD01,CUST_56A67BB4,2026-03-12T11:54:51.625111+00:00,DEV_12F096C9,website,product_view,Books,PROD_741,373.41,,,anonymous,False
EVT_0C3BA2B2,CUST_449FC798,2026-03-12T11:54:51.625111+00:00,DEV_32509652,website,product_view,Beauty,PROD_406,74.96,,,anonymous,False
EVT_CF444CCA,CUST_3734FEC0,2026-03-12T12:02:51.625111+00:00,DEV_6C25AA46,website,product_view,Beauty,PROD_759,317.93,,,anonymous,False
EVT_DDAC572E,CUST_C7B4B9BD,2026-03-12T12:02:51.625111+00:00,DEV_C95A270E,website,product_view,Books,PROD_961,151.13,,,anonymous,False
EVT_3B531D60,CUST_462E7A2E,2026-03-12T12:08:51.625111+00:00,DEV_6EC52558,email,email_sent,,,,,,anonymous,False
EVT_C58BF857,CUST_5F0AAC03,2026-03-12T12:10:51.625111+00:00,DEV_870CE3CF,email,email_sent,,,,,,anonymous,False
EVT_CEE8D57A,CUST_93A9BF43,2026-03-12T12:12:51.625111+00:00,DEV_6800F3EB,website,add_to_cart,Home & Garden,PROD_960,,,,cart_active,False
EVT_68924158,CUST_9A972779,2026-03-12T12:16:51.625111+00:00,DEV_55F3DA8C,website,product_view,Home & Garden,PROD_406,222.82,,,anonymous,False
EVT_D812FFB1,CUST_449FC798,2026-03-12T12:22:51.625111+00:00,DEV_32509652,website,add_to_cart,Beauty,PROD_940,,,,cart_active,False
EVT_670C1CF8,CUST_F5917397,2026-03-12T12:26:51.625111+00:00,DEV_3E1D41E6,website,product_view,Sports,PROD_624,121.7,,,anonymous,False
EVT_5CAC7CBD,CUST_A46748F6,2026-03-12T12:28:51.625111+00:00,DEV_8661A584,email,email_sent,,,,,,anonymous,False
EVT_85531E47,CUST_462E7A2E,2026-03-12T12:28:51.625111+00:00,DEV_6EC52558,push,push_sent,,,,,,anonymous,False
EVT_82E5A642,CUST_407E42A5,2026-03-12T12:37:51.625111+00:00,DEV_9FC85FE3,website,product_view,Sports,PROD_315,361.69,,,anonymous,False
EVT_0BA2B649,CUST_64D813A5,2026-03-12T12:41:51.625111+00:00,DEV_4058835C,website,product_view,Sports,PROD_565,347.9,,,anonymous,False
EVT_BF7452E8,CUST_407E42A5,2026-03-12T12:42:51.625111+00:00,DEV_9FC85FE3,website,product_view,Sports,PROD_192,236.94,,,anonymous,False
EVT_9E71C5A2,CUST_B3765000,2026-03-12T12:46:51.625111+00:00,DEV_7465ABE8,website,product_view,Home & Garden,PROD_658,273.5,,,anonymous,False
EVT_652CD469,CUST_5F0AAC03,2026-03-12T12:46:51.625111+00:00,DEV_870CE3CF,push,push_sent,,,,,,anonymous,False
EVT_ABA90EFA,CUST_A7E56800,2026-03-12T12:48:51.625111+00:00,DEV_338CC947,website,product_view,Gaming,PROD_955,366.39,,,anonymous,False
EVT_3F6C592D,CUST_A1727E54,2026-03-12T12:49:51.625111+00:00,DEV_EEC1A7FC,website,product_view,Gaming,PROD_225,413.05,,,anonymous,False
EVT_6FE5F916,CUST_B3765000,2026-03-12T12:55:51.625111+00:00,DEV_7465ABE8,website,product_view,Home & Garden,PROD_914,93.18,,,anonymous,False
EVT_AE0217CD,CUST_80D7E8E6,2026-03-12T12:56:51.625111+00:00,DEV_90D48AA9,website,product_view,Electronics,PROD_561,66.4,,,anonymous,False
EVT_AD7AE846,CUST_B2B8F92B,2026-03-12T12:56:51.625111+00:00,DEV_CC2E346D,website,add_to_cart,Sports,PROD_145,,,,cart_active,False
EVT_A73AF100,CUST_06B32EE5,2026-03-12T12:59:51.625111+00:00,DEV_E1A95D71,website,product_view,Books,PROD_153,145.13,,,anonymous,False
EVT_4A8EBDF4,CUST_FEE1B459,2026-03-12T13:00:51.625111+00:00,DEV_B8E51974,website,product_view,Beauty,PROD_491,199.43,,,anonymous,False
EVT_38F8A6BB,CUST_F5917397,2026-03-12T13:02:51.625111+00:00,DEV_3E1D41E6,website,add_to_cart,Sports,PROD_505,,,,cart_active,False
EVT_D30DB1A2,CUST_3B00B30E,2026-03-12T13:03:51.625111+00:00,DEV_2D7ED1C6,email,email_sent,,,,,,anonymous,False
EVT_D539D02A,CUST_8F84B196,2026-03-12T13:04:51.625111+00:00,DEV_A908ECCB,website,add_to_cart,Electronics,PROD_781,,,,cart_active,False
EVT_2A74AC75,CUST_538A7176,2026-03-12T13:06:51.625111+00:00,DEV_931B338C,website,product_view,Electronics,PROD_305,138.02,,,anonymous,False
EVT_1E102B3D,CUST_7B3DBE5B,2026-03-12T13:06:51.625111+00:00,DEV_6E552A9E,website,product_view,Sports,PROD_989,185.35,,,anonymous,False
EVT_B224648F,CUST_06B32EE5,2026-03-12T13:09:51.625111+00:00,DEV_E1A95D71,website,product_view,Books,PROD_953,355.4,,,anonymous,False
EVT_75141FC5,CUST_A46748F6,2026-03-12T13:11:51.625111+00:00,DEV_8661A584,push,push_sent,,,,,,anonymous,False
EVT_643594CD,CUST_6C0C3F65,2026-03-12T13:11:51.625111+00:00,DEV_B2B4A719,website,add_to_cart,Home & Garden,PROD_496,,,,cart_active,False
EVT_9A62BC88,CUST_A1727E54,2026-03-12T13:12:51.625111+00:00,DEV_EEC1A7FC,website,add_to_cart,Gaming,PROD_822,,,,cart_active,False
EVT_405BAA63,CUST_ACCFCF3B,2026-03-12T13:17:51.625111+00:00,DEV_981F7453,website,product_view,Beauty,PROD_338,64.03,,,anonymous,False
EVT_7C367DC2,CUST_48D454C1,2026-03-12T13:18:51.625111+00:00,DEV_AFD31BAD,website,product_view,Fashion,PROD_272,406.14,,,anonymous,False
EVT_9949BB49,CUST_A0578F65,2026-03-12T13:20:51.625111+00:00,DEV_EA98CE72,website,product_view,Home & Garden,PROD_944,414.07,,,anonymous,False
EVT_709784A1,CUST_960A76FC,2026-03-12T13:20:51.625111+00:00,DEV_9E52C51F,website,add_to_cart,Books,PROD_190,,,,cart_active,False
EVT_6FEBF6C4,CUST_B2B8F92B,2026-03-12T13:22:51.625111+00:00,DEV_CC2E346D,website,cart_abandon,,,,,,cart_abandoned,False
EVT_FAAEA4D2,CUST_56A67BB4,2026-03-12T13:25:51.625111+00:00,DEV_12F096C9,website,product_view,Books,PROD_702,307.14,,,anonymous,False
EVT_6E2CF0B5,CUST_407E42A5,2026-03-12T13:33:51.625111+00:00,DEV_9FC85FE3,website,add_to_cart,Sports,PROD_863,,,,cart_active,False
EVT_1BBC08A9,CUST_960A76FC,2026-03-12T13:35:51.625111+00:00,DEV_9E52C51F,website,cart_abandon,,,,,,cart_abandoned,False
EVT_7A1E90B3,CUST_3734FEC0,2026-03-12T13:37:51.625111+00:00,DEV_6C25AA46,website,add_to_cart,Beauty,PROD_270,,,,cart_active,False
EVT_A6E9397B,CUST_3B00B30E,2026-03-12T13:45:51.625111+00:00,DEV_2D7ED1C6,push,push_sent,,,,,,anonymous,False
EVT_D8724C4C,CUST_5E03E8A0,2026-03-12T13:48:51.625111+00:00,DEV_70567DDD,push,push_sent,,,,,,anonymous,False
EVT_5C801AEE,CUST_407E42A5,2026-03-12T13:52:51.625111+00:00,DEV_9FC85FE3,website,purchase,Sports,PROD_240,,,,converted,True
EVT_4C167D21,CUST_64D813A5,2026-03-12T13:52:51.625111+00:00,DEV_4058835C,website,product_view,Sports,PROD_902,386.47,,,anonymous,False
EVT_A9880D99,CUST_ACCFCF3B,2026-03-12T14:00:51.625111+00:00,DEV_981F7453,website,add_to_cart,Beauty,PROD_833,,,,cart_active,False
EVT_CA786876,CUST_A1727E54,2026-03-12T14:02:51.625111+00:00,DEV_EEC1A7FC,website,cart_abandon,,,,,,cart_abandoned,False
EVT_472D51BA,CUST_449FC798,2026-03-12T14:04:51.625111+00:00,DEV_32509652,website,cart_abandon,,,,,,cart_abandoned,False
EVT_1B29B95A,CUST_93A9BF43,2026-03-12T14:06:51.625111+00:00,DEV_6800F3EB,website,cart_abandon,,,,,,cart_abandoned,False
EVT_3873CDE0,CUST_538A7176,2026-03-12T14:10:51.625111+00:00,DEV_931B338C,website,add_to_cart,Electronics,PROD_375,,,,cart_active,False
EVT_17A698AD,CUST_9A972779,2026-03-12T14:14:51.625111+00:00,DEV_55F3DA8C,website,add_to_cart,Home & Garden,PROD_421,,,,cart_active,False
EVT_60347C36,CUST_80D7E8E6,2026-03-12T14:18:51.625111+00:00,DEV_90D48AA9,website,add_to_cart,Electronics,PROD_345,,,,cart_active,False
EVT_D7BD27E4,CUST_80D7E8E6,2026-03-12T14:20:51.625111+00:00,DEV_90D48AA9,website,cart_abandon,,,,,,cart_abandoned,False
EVT_BDE9F80B,CUST_56A67BB4,2026-03-12T14:23:51.625111+00:00,DEV_12F096C9,website,add_to_cart,Books,PROD_257,,,,cart_active,False
EVT_6F4E3EF8,CUST_462E7A2E,2026-03-12T14:24:51.625111+00:00,DEV_6EC52558,website,unsubscribe,,,,,,anonymous,False
EVT_2997F7B3,CUST_ACCFCF3B,2026-03-12T14:24:51.625111+00:00,DEV_981F7453,website,cart_abandon,,,,,,cart_abandoned,False
EVT_71E15AD7,CUST_449FC798,2026-03-12T14:28:51.625111+00:00,DEV_32509652,whatsapp,whatsapp_click,,,,,,cart_abandoned,False
EVT_A2FCB37A,CUST_FEE1B459,2026-03-12T14:31:51.625111+00:00,DEV_B8E51974,website,add_to_cart,Beauty,PROD_192,,,,cart_active,False
EVT_3921355C,CUST_A7E56800,2026-03-12T14:34:51.625111+00:00,DEV_338CC947,website,product_view,Gaming,PROD_936,196.78,,,anonymous,False
EVT_FA454C15,CUST_FEE1B459,2026-03-12T14:34:51.625111+00:00,DEV_B8E51974,website,purchase,Beauty,PROD_286,,,,converted,True
EVT_F3E17155,CUST_7B3DBE5B,2026-03-12T14:40:51.625111+00:00,DEV_6E552A9E,website,add_to_cart,Sports,PROD_957,,,,cart_active,False
EVT_DA9A1719,CUST_8F84B196,2026-03-12T14:40:51.625111+00:00,DEV_A908ECCB,website,cart_abandon,,,,,,cart_abandoned,False
EVT_B0CE5FB9,CUST_6C0C3F65,2026-03-12T14:41:51.625111+00:00,DEV_B2B4A719,website,cart_abandon,,,,,,cart_abandoned,False
EVT_A2E8B408,CUST_B3765000,2026-03-12T14:45:51.625111+00:00,DEV_7465ABE8,website,add_to_cart,Home & Garden,PROD_106,,,,cart_active,False
EVT_3BF14E69,CUST_8F84B196,2026-03-12T14:48:51.625111+00:00,DEV_A908ECCB,whatsapp,whatsapp_click,,,,,,cart_abandoned,False
EVT_DE5A2EBC,CUST_3734FEC0,2026-03-12T14:49:51.625111+00:00,DEV_6C25AA46,website,cart_abandon,,,,,,cart_abandoned,False
EVT_6F3B5423,CUST_F5917397,2026-03-12T14:50:51.625111+00:00,DEV_3E1D41E6,website,cart_abandon,,,,,,cart_abandoned,False
EVT_EB2A0997,CUST_8F84B196,2026-03-12T14:59:51.625111+00:00,DEV_A908ECCB,website,purchase,Electronics,PROD_943,,,,converted,True
EVT_0459B081,CUST_93A9BF43,2026-03-12T15:00:51.625111+00:00,DEV_6800F3EB,email,email_open,,,,,,cart_abandoned,False
EVT_E5286FA9,CUST_56A67BB4,2026-03-12T15:01:51.625111+00:00,DEV_12F096C9,website,purchase,Books,PROD_178,,,,converted,True
EVT_79C16D1F,CUST_06B32EE5,2026-03-12T15:02:51.625111+00:00,DEV_E1A95D71,website,add_to_cart,Books,PROD_142,,,,cart_active,False
EVT_FB1FA711,CUST_93A9BF43,2026-03-12T15:05:51.625111+00:00,DEV_6800F3EB,website,session_start,,,,169.0,,cart_abandoned,False
EVT_6810658D,CUST_48D454C1,2026-03-12T15:07:51.625111+00:00,DEV_AFD31BAD,website,product_view,Fashion,PROD_771,379.17,,,anonymous,False
EVT_D810277E,CUST_06B32EE5,2026-03-12T15:08:51.625111+00:00,DEV_E1A95D71,website,purchase,Books,PROD_156,,,,converted,True
EVT_FD855A54,CUST_B3765000,2026-03-12T15:14:51.625111+00:00,DEV_7465ABE8,website,purchase,Home & Garden,PROD_247,,,,converted,True
EVT_C4406827,CUST_960A76FC,2026-03-12T15:16:51.625111+00:00,DEV_9E52C51F,email,email_open,,,,,,cart_abandoned,False
EVT_1FBA4F32,CUST_7B3DBE5B,2026-03-12T15:27:51.625111+00:00,DEV_6E552A9E,website,cart_abandon,,,,,,cart_abandoned,False
EVT_D80CA2FC,CUST_3B00B30E,2026-03-12T15:33:51.625111+00:00,DEV_2D7ED1C6,website,unsubscribe,,,,,,anonymous,False
EVT_4551E0DD,CUST_ACCFCF3B,2026-03-12T15:34:51.625111+00:00,DEV_981F7453,email,email_open,,,,,,cart_abandoned,False
EVT_9B7FE033,CUST_9A972779,2026-03-12T15:35:51.625111+00:00,DEV_55F3DA8C,website,cart_abandon,,,,,,cart_abandoned,False
EVT_204D3255,CUST_3734FEC0,2026-03-12T15:48:51.625111+00:00,DEV_6C25AA46,email,email_open,,,,,,cart_abandoned,False
EVT_5D7E1063,CUST_960A76FC,2026-03-12T15:51:51.625111+00:00,DEV_9E52C51F,website,session_start,,,,271.0,,cart_abandoned,False
EVT_27D4C1ED,CUST_ACCFCF3B,2026-03-12T15:52:51.625111+00:00,DEV_981F7453,website,session_start,,,,245.0,,cart_abandoned,False
EVT_71D2DC67,CUST_538A7176,2026-03-12T16:09:51.625111+00:00,DEV_931B338C,website,cart_abandon,,,,,,cart_abandoned,False
EVT_A6300687,CUST_93A9BF43,2026-03-12T16:21:51.625111+00:00,DEV_6800F3EB,website,purchase,Home & Garden,PROD_883,,,,converted,True
EVT_A44A1693,CUST_449FC798,2026-03-12T16:23:51.625111+00:00,DEV_32509652,website,purchase,Beauty,PROD_594,,,,converted,True
EVT_B3B8D309,CUST_3734FEC0,2026-03-12T16:33:51.625111+00:00,DEV_6C25AA46,website,session_start,,,,144.0,,cart_abandoned,False
EVT_09789640,CUST_3734FEC0,2026-03-12T16:42:51.625111+00:00,DEV_6C25AA46,website,purchase,Beauty,PROD_761,,,,converted,True
EVT_81C458F7,CUST_48D454C1,2026-03-12T16:47:51.625111+00:00,DEV_AFD31BAD,website,add_to_cart,Fashion,PROD_440,,,,cart_active,False
EVT_7BC11741,CUST_9A972779,2026-03-12T16:53:51.625111+00:00,DEV_55F3DA8C,email,email_open,,,,,,cart_abandoned,False
EVT_5A35A360,CUST_960A76FC,2026-03-12T17:19:51.625111+00:00,DEV_9E52C51F,website,purchase,Books,PROD_829,,,,converted,True
EVT_AE8736DD,CUST_ACCFCF3B,2026-03-12T17:40:51.625111+00:00,DEV_981F7453,website,purchase,Beauty,PROD_993,,,,converted,True
EVT_0E0C832F,CUST_538A7176,2026-03-12T17:46:51.625111+00:00,DEV_931B338C,whatsapp,whatsapp_click,,,,,,cart_abandoned,False
EVT_C5A60EBA,CUST_538A7176,2026-03-12T17:58:51.625111+00:00,DEV_931B338C,website,purchase,Electronics,PROD_744,,,,converted,True
EVT_9FAEEEE7,CUST_48D454C1,2026-03-12T17:59:51.625111+00:00,DEV_AFD31BAD,website,purchase,Fashion,PROD_934,,,,converted,True
EVT_77C2389C,CUST_9A972779,2026-03-12T18:29:51.625111+00:00,DEV_55F3DA8C,website,session_start,,,,293.0,,cart_abandoned,False
EVT_1E55EC0A,CUST_9A972779,2026-03-12T18:49:51.625111+00:00,DEV_55F3DA8C,website,purchase,Home & Garden,PROD_265,,,,converted,True
EVT_0C4F5373,CUST_9069B465,2026-03-13T11:23:51.625111+00:00,DEV_3EBEDA0A,website,session_start,,,,128.0,,anonymous,False
EVT_C973E5B0,CUST_B989B36C,2026-03-13T11:23:51.625111+00:00,DEV_9F8FF156,website,session_start,,,,26.0,,anonymous,False
EVT_25366205,CUST_AA697B89,2026-03-13T11:23:51.625111+00:00,DEV_ED4F744B,website,session_start,,,,134.0,,anonymous,False
EVT_74563913,CUST_FF0607BB,2026-03-13T11:23:51.625111+00:00,DEV_F5CED6C7,website,session_start,,,,60.0,,anonymous,False
EVT_78F7E1BA,CUST_54458FD3,2026-03-13T11:23:51.625111+00:00,DEV_880EB5A5,website,session_start,,,,25.0,,anonymous,False
EVT_8F49DB8F,CUST_ADB57CAD,2026-03-13T11:23:51.625111+00:00,DEV_E72A7296,website,session_start,,,,28.0,,anonymous,False
EVT_B4673328,CUST_053AECF7,2026-03-13T11:23:51.625111+00:00,DEV_8600A2F0,website,session_start,,,,244.0,,anonymous,False
EVT_5E6B37D7,CUST_CBC3BAEB,2026-03-13T11:23:51.625111+00:00,DEV_5E1EE5A4,website,session_start,,,,220.0,,anonymous,False
EVT_A56D1E69,CUST_11074403,2026-03-13T11:23:51.625111+00:00,DEV_37605FBE,website,session_start,,,,141.0,,anonymous,False
EVT_DC7C3623,CUST_3F1908FF,2026-03-13T11:23:51.625111+00:00,DEV_91B49BE8,website,session_start,,,,114.0,,anonymous,False
EVT_16FE472D,CUST_115F567A,2026-03-13T11:23:51.625111+00:00,DEV_F16DF9DB,website,session_start,,,,237.0,,anonymous,False
EVT_2950CE14,CUST_0AA057F5,2026-03-13T11:23:51.625111+00:00,DEV_36BF7C12,website,session_start,,,,84.0,,anonymous,False
EVT_C968F097,CUST_FE7CF396,2026-03-13T11:23:51.625111+00:00,DEV_F813C27B,website,session_start,,,,26.0,,anonymous,False
EVT_478FF6F0,CUST_FEED1B22,2026-03-13T11:23:51.625111+00:00,DEV_8A7070CF,website,session_start,,,,71.0,,anonymous,False
EVT_C9C858F2,CUST_653FCFFE,2026-03-13T11:23:51.625111+00:00,DEV_FAEF1F2B,email,email_sent,,,,,,anonymous,False
EVT_DE135735,CUST_2307D46C,2026-03-13T11:23:51.625111+00:00,DEV_84045A70,website,session_start,,,,282.0,,anonymous,False
EVT_31BE483A,CUST_E0EAE488,2026-03-13T11:23:51.625111+00:00,DEV_B50584EF,website,session_start,,,,150.0,,anonymous,False
EVT_B1F99F32,CUST_5592D9DA,2026-03-13T11:23:51.625111+00:00,DEV_4292647D,email,email_sent,,,,,,anonymous,False
EVT_A363F286,CUST_8BE239CA,2026-03-13T11:23:51.625111+00:00,DEV_4C7B4FE4,website,session_start,,,,223.0,,anonymous,False
EVT_AE7A90AF,CUST_98B23C4C,2026-03-13T11:23:51.625111+00:00,DEV_5D263567,website,session_start,,,,104.0,,anonymous,False
EVT_4B1A77DE,CUST_84D63496,2026-03-13T11:23:51.625111+00:00,DEV_A71DA826,website,session_start,,,,22.0,,anonymous,False
EVT_FA3B5A78,CUST_7535DF38,2026-03-13T11:23:51.625111+00:00,DEV_45C87AA2,website,session_start,,,,235.0,,anonymous,False
EVT_11439566,CUST_C95518E2,2026-03-13T11:23:51.625111+00:00,DEV_D8B9921B,website,session_start,,,,235.0,,anonymous,False
EVT_7CE2955F,CUST_0AD94D28,2026-03-13T11:23:51.625111+00:00,DEV_6CA07A10,website,session_start,,,,105.0,,anonymous,False
EVT_53DB4E95,CUST_EE0967E3,2026-03-13T11:23:51.625111+00:00,DEV_33ADAF04,website,session_start,,,,196.0,,anonymous,False
EVT_1BDF7FEA,CUST_72CBC3FF,2026-03-13T11:23:51.625111+00:00,DEV_0B90AA68,website,session_start,,,,287.0,,anonymous,False
EVT_38BA12C8,CUST_2C34128B,2026-03-13T11:23:51.625111+00:00,DEV_29E25640,email,email_sent,,,,,,anonymous,False
EVT_749498BB,CUST_D314B9C7,2026-03-13T11:23:51.625111+00:00,DEV_19855B1B,website,session_start,,,,280.0,,anonymous,False
EVT_D17ADECB,CUST_37E7FB43,2026-03-13T11:23:51.625111+00:00,DEV_23758D8E,website,session_start,,,,226.0,,anonymous,False
EVT_98117658,CUST_CAAAF0E2,2026-03-13T11:23:51.625111+00:00,DEV_6F38B689,website,session_start,,,,293.0,,anonymous,False
EVT_F706D452,CUST_A33A37D8,2026-03-13T11:23:51.625111+00:00,DEV_D940A4A1,website,session_start,,,,188.0,,anonymous,False
EVT_05164B5D,CUST_43287017,2026-03-13T11:23:51.625111+00:00,DEV_F347E342,website,session_start,,,,287.0,,anonymous,False
EVT_2A40C9FA,CUST_B8585C55,2026-03-13T11:23:51.625111+00:00,DEV_349161A6,email,email_sent,,,,,,anonymous,False
EVT_FE4CBB4C,CUST_54458FD3,2026-03-13T11:28:51.625111+00:00,DEV_880EB5A5,website,product_view,Fashion,PROD_457,11.79,,,anonymous,False
EVT_1F06C3AB,CUST_ADB57CAD,2026-03-13T11:40:51.625111+00:00,DEV_E72A7296,website,product_view,Gaming,PROD_839,270.64,,,anonymous,False
EVT_D8D04FBB,CUST_B8585C55,2026-03-13T11:48:51.625111+00:00,DEV_349161A6,email,email_sent,,,,,,anonymous,False
EVT_12AD8DBF,CUST_43287017,2026-03-13T11:49:51.625111+00:00,DEV_F347E342,website,product_view,Home & Garden,PROD_799,88.62,,,anonymous,False
EVT_352D05EB,CUST_C95518E2,2026-03-13T11:50:51.625111+00:00,DEV_D8B9921B,website,product_view,Beauty,PROD_888,458.35,,,anonymous,False
EVT_C5DDD95D,CUST_EE0967E3,2026-03-13T11:55:51.625111+00:00,DEV_33ADAF04,website,product_view,Home & Garden,PROD_297,66.82,,,anonymous,False
